Budget currency,Date range,Advertiser account ID,Advertiser account name,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Ad group ID,Ad group name,Advertised product ID,Advertised product name,Advertised product parent ID,Advertised product brand,Advertised product category,Advertised product subcategory,Advertised product group,Advertised product SKU,Advertised product marketplace,Impressions,Clicks,CTR,Total cost,Purchases,Sales,Units sold,Cost per purchase,Purchase rate,ROAS,Purchases (promoted),Sales (promoted),Units sold (promoted),Cost per purchase (promoted),Purchase rate (promoted),ROAS (promoted),Purchases (halo),Sales (halo),Units sold (halo),Purchases (new to brand),Sales (new to brand),Units sold (new to brand),Cost per purchase (new to brand),Purchase rate (new to brand),ROAS (new to brand),Detail page views,Cost per detail page view,Detail page view rate
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,84309541083410,BA - Tangram,"=""46982620548775""",SP - PT - Tangram - NB - Comp - Pelikas - Exact - DO,"=""232387008761635""",Tangram,B0GH18NXXG,"Cubelelo Drift Magnetic Tangram Puzzle | with Strong Magnets, Wooden Pieces & Bold Colors | Toys for 5-10 Years Old Boys Girls & Adults | Travel Friendly, Educational Toy for Return & Birthday Gifts",B0GH7Q6WH6,cubelelo,0300 Games & Puzzles,0330 Brainteasers,Toy,1630222,AMAZON_IN,55158,909,1.6480%,9453.63,78,43363.90,126,121.20038,0.1414%,4.58701,70,34923.90,93,135.05186,0.1269%,3.69423,8,8440.00,33,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,84309541083410,BA - Tangram,"=""100730157368715""",SP - CT - Tangram - Above 299,"=""424564038631858""",Tangram,B0GH18NXXG,"Cubelelo Drift Magnetic Tangram Puzzle | with Strong Magnets, Wooden Pieces & Bold Colors | Toys for 5-10 Years Old Boys Girls & Adults | Travel Friendly, Educational Toy for Return & Birthday Gifts",B0GH7Q6WH6,cubelelo,0300 Games & Puzzles,0330 Brainteasers,Toy,1630222,AMAZON_IN,12294,115,0.9354%,597.45,7,3385.73,9,85.35000,0.0569%,5.66697,5,2655.25,7,119.49000,0.0407%,4.44431,2,730.48,2,,,,,,,,,
INR,"May 12, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,84309541083410,BA - Tangram,"=""267514182869007""",BA - SP - KT - Tangram - Generic - High Volume - Exact  - DO,"=""309242541458635""",Tangram,B0GH18NXXG,"Cubelelo Drift Magnetic Tangram Puzzle | with Strong Magnets, Wooden Pieces & Bold Colors | Toys for 5-10 Years Old Boys Girls & Adults | Travel Friendly, Educational Toy for Return & Birthday Gifts",B0GH7Q6WH6,cubelelo,0300 Games & Puzzles,0330 Brainteasers,Toy,1630222,AMAZON_IN,209231,469,0.2242%,5411.44,20,7818.12,22,270.57200,0.0096%,1.44474,18,7306.69,20,300.63556,0.0086%,1.35023,2,511.43,2,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,84309541083410,BA - Tangram,"=""95341474842930""",SP - KT - Tangram - Generic - Gifting Terms - Exact - DO,"=""529099855431728""",Tangram,B0GH18NXXG,"Cubelelo Drift Magnetic Tangram Puzzle | with Strong Magnets, Wooden Pieces & Bold Colors | Toys for 5-10 Years Old Boys Girls & Adults | Travel Friendly, Educational Toy for Return & Birthday Gifts",B0GH7Q6WH6,cubelelo,0300 Games & Puzzles,0330 Brainteasers,Toy,1630222,AMAZON_IN,6990,118,1.6881%,1135.68,8,3008.58,8,141.96000,0.1144%,2.64914,7,2753.34,7,162.24000,0.1001%,2.42440,1,255.24,1,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,84309541083410,BA - Tangram,"=""210527515847871""",SP-KT - Tangram - Generic - Return Gift Queries - Exact,"=""333579196683513""",Tangram,B0GH18NXXG,"Cubelelo Drift Magnetic Tangram Puzzle | with Strong Magnets, Wooden Pieces & Bold Colors | Toys for 5-10 Years Old Boys Girls & Adults | Travel Friendly, Educational Toy for Return & Birthday Gifts",B0GH7Q6WH6,cubelelo,0300 Games & Puzzles,0330 Brainteasers,Toy,1630222,AMAZON_IN,18497,66,0.3568%,485.30,3,1282.86,3,161.76667,0.0162%,2.64344,2,760.00,2,242.65000,0.0108%,1.56604,1,522.86,1,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,84309541083410,BA - Tangram,"=""154539465665101""",BA - SBV - KT - Tangram - Generic - More than 1L Searches - Exact,"=""399878860861298""",Tangram,B0GH18NXXG,"Cubelelo Drift Magnetic Tangram Puzzle | with Strong Magnets, Wooden Pieces & Bold Colors | Toys for 5-10 Years Old Boys Girls & Adults | Travel Friendly, Educational Toy for Return & Birthday Gifts",B0GH7Q6WH6,cubelelo,0300 Games & Puzzles,0330 Brainteasers,Toy,,AMAZON_IN,91838,700,0.7622%,14987.92,63,24889.59,67,237.90349,0.0686%,1.66064,62,24672.45,66,241.74065,0.0675%,1.64616,1,217.14,1,60,24131.49,64,249.79867,0.0653%,1.61006,1369,10.94808,1.4907%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,84309541083410,BA - Tangram,"=""73064977804193""",SP-PT - Comp - Tangram - Exact,"=""413890454935397""",Tangram,B0GH18NXXG,"Cubelelo Drift Magnetic Tangram Puzzle | with Strong Magnets, Wooden Pieces & Bold Colors | Toys for 5-10 Years Old Boys Girls & Adults | Travel Friendly, Educational Toy for Return & Birthday Gifts",B0GH7Q6WH6,cubelelo,0300 Games & Puzzles,0330 Brainteasers,Toy,1630222,AMAZON_IN,10500,155,1.4762%,1451.51,15,5610.49,16,96.76733,0.1429%,3.86528,13,4936.20,14,111.65462,0.1238%,3.40073,2,674.29,2,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,84309541083410,BA - Tangram,"=""88215368194317""",SP - PT - Tangram - Smartivity - Comp - Exact,"=""456893587540895""",Tangram,B0GH18NXXG,"Cubelelo Drift Magnetic Tangram Puzzle | with Strong Magnets, Wooden Pieces & Bold Colors | Toys for 5-10 Years Old Boys Girls & Adults | Travel Friendly, Educational Toy for Return & Birthday Gifts",B0GH7Q6WH6,cubelelo,0300 Games & Puzzles,0330 Brainteasers,Toy,1630222,AMAZON_IN,338,5,1.4793%,27.92,1,380.00,1,27.92000,0.2959%,13.61032,1,380.00,1,27.92000,0.2959%,13.61032,0,0.00,0,,,,,,,,,
INR,"May 08, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""329970929951347""",SP-KT - Branded - Cubelelo - Mid & Low Volume - Exact & Phrase - UND,"=""386093481557611""",Branded - 2x2,B09QCHSPYP,"Cubelelo Drift 2M 2x2 Magnetic Stickerless Speedcube | Premium Multicolor Puzzle Cube for Kids & Adults | Ideal for Speedcubing, Brainstorming, and Mental Development | (Smooth & Fast Turns)",B0CHJX31DJ,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,B09QCHSPYP,AMAZON_IN,122,11,9.0164%,89.71,2,798.10,2,44.85500,1.6393%,8.89644,1,522.86,1,89.71000,0.8197%,5.82834,1,275.24,1,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""466977135029356""",SP-KT - Generic - 2x2 - Mid & Low Volume - Exact & Phrase,"=""296917065955111""",Phrase - Generic - 2x2 - Mid & Low Volume,B09QCHSPYP,"Cubelelo Drift 2M 2x2 Magnetic Stickerless Speedcube | Premium Multicolor Puzzle Cube for Kids & Adults | Ideal for Speedcubing, Brainstorming, and Mental Development | (Smooth & Fast Turns)",B0CHJX31DJ,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,B09QCHSPYP,AMAZON_IN,10570,403,3.8127%,3659.24,40,18348.63,41,91.48100,0.3784%,5.01433,31,15161.98,32,118.04000,0.2933%,4.14348,9,3186.65,9,,,,,,,,,
INR,"May 08, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""371587655476259""",Magnetic - 2x2 - Mid & Low Volume,B09QCHSPYP,"Cubelelo Drift 2M 2x2 Magnetic Stickerless Speedcube | Premium Multicolor Puzzle Cube for Kids & Adults | Ideal for Speedcubing, Brainstorming, and Mental Development | (Smooth & Fast Turns)",B0CHJX31DJ,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,B09QCHSPYP,AMAZON_IN,159,7,4.4025%,29.91,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,,,,,,,,
INR,"May 08, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,159890394934310,Old - Core Generic Cube Campaigns All,"=""454748662358104""",BA_SP_KT_Generic Cube 2x2_Generic_Phrase_09/23,"=""305299342122740""",Generic Cube 2x2,B09QCHSPYP,"Cubelelo Drift 2M 2x2 Magnetic Stickerless Speedcube | Premium Multicolor Puzzle Cube for Kids & Adults | Ideal for Speedcubing, Brainstorming, and Mental Development | (Smooth & Fast Turns)",B0CHJX31DJ,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,B09QCHSPYP,AMAZON_IN,8623,90,1.0437%,605.85,9,3000.96,9,67.31667,0.1044%,4.95331,7,2450.49,7,86.55000,0.0812%,4.04471,2,550.47,2,,,,,,,,,
INR,"May 03, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""466977135029356""",SP-KT - Generic - 2x2 - Mid & Low Volume - Exact & Phrase,"=""398214295345341""",Generic - 2x2 - Mid & Low Volume,B09QCHSPYP,"Cubelelo Drift 2M 2x2 Magnetic Stickerless Speedcube | Premium Multicolor Puzzle Cube for Kids & Adults | Ideal for Speedcubing, Brainstorming, and Mental Development | (Smooth & Fast Turns)",B0CHJX31DJ,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,B09QCHSPYP,AMAZON_IN,17915,223,1.2448%,2070.26,31,10563.83,31,66.78258,0.1730%,5.10266,13,5605.73,13,159.25077,0.0726%,2.70774,18,4958.10,18,,,,,,,,,
INR,"May 08, 2026 - May 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""458736197006168""",Phrase - Magnetic - 2x2 - Mid & Low Volume,B09QCHSPYP,"Cubelelo Drift 2M 2x2 Magnetic Stickerless Speedcube | Premium Multicolor Puzzle Cube for Kids & Adults | Ideal for Speedcubing, Brainstorming, and Mental Development | (Smooth & Fast Turns)",B0CHJX31DJ,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,B09QCHSPYP,AMAZON_IN,31,1,3.2258%,2.53,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""327104446426115""","SP-KT - Axis - Windmill - Fisher, Cylinder, Kids, Mini, Smart, Pyramid - Open - Mid & Low Volume - Exact & Phrase","=""282227071854307""",Smart - Mid & Low Volume - Exact & Phrase,B01MAW6TLK,Cubelelo QiYi Smart Cube Stickerless (Speed Version) | High-Performance Bluetooth Speed Cube | Real-Time Stats & Tracking | Adjustable Tension & Magnets | Ideal for All Ages,-1,cubelelo,0300 Games & Puzzles,0330 Brainteasers,Toy,QiYi3*3*3_02,AMAZON_IN,62,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"May 07, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""329970929951347""",SP-KT - Branded - Cubelelo - Mid & Low Volume - Exact & Phrase - UND,"=""466745020882275""",Magnetic - 3x3,B0DKJD6WV1,"Cubelelo Drift 3M Plus v2 3x3 (Magnetic) with Cube Lubricant & Premium Pouch (2024 Updated Version) | 48 Strong Magnets for Enhanced Stability & Smooth Turns | Kids & Adults,multicolor",B0DQPD175T,cubelelo,"0200 Arts, Crafts & School Supplies",0223 Stationery,Toy,CLB0503,AMAZON_IN,344,9,2.6163%,85.55,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""475526629790872""",Phrase - Magnetic - Open - Mid & Low Volume,B0DKJD6WV1,"Cubelelo Drift 3M Plus v2 3x3 (Magnetic) with Cube Lubricant & Premium Pouch (2024 Updated Version) | 48 Strong Magnets for Enhanced Stability & Smooth Turns | Kids & Adults,multicolor",B0DQPD175T,cubelelo,"0200 Arts, Crafts & School Supplies",0223 Stationery,Toy,CLB0503,AMAZON_IN,53669,558,1.0397%,4407.32,27,18018.08,27,163.23407,0.0503%,4.08822,26,15352.37,26,169.51231,0.0484%,3.48338,1,2665.71,1,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""555858234006967""",Magnetic - Open - Mid & Low Volume,B0DKJD6WV1,"Cubelelo Drift 3M Plus v2 3x3 (Magnetic) with Cube Lubricant & Premium Pouch (2024 Updated Version) | 48 Strong Magnets for Enhanced Stability & Smooth Turns | Kids & Adults,multicolor",B0DQPD175T,cubelelo,"0200 Arts, Crafts & School Supplies",0223 Stationery,Toy,CLB0503,AMAZON_IN,8190,150,1.8315%,1069.47,9,6752.37,9,118.83000,0.1099%,6.31375,9,6752.37,9,118.83000,0.1099%,6.31375,0,0.00,0,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""512597066162542""",SP-KT - Magnetic - 3x3 - Mid & Low Volume - Exact & Phrase - DO,"=""405975184325655""",Phrase - Magnetic - 3x3 - Mid & Low Volume,B0DKJD6WV1,"Cubelelo Drift 3M Plus v2 3x3 (Magnetic) with Cube Lubricant & Premium Pouch (2024 Updated Version) | 48 Strong Magnets for Enhanced Stability & Smooth Turns | Kids & Adults,multicolor",B0DQPD175T,cubelelo,"0200 Arts, Crafts & School Supplies",0223 Stationery,Toy,CLB0503,AMAZON_IN,49688,508,1.0224%,3640.23,30,19060.89,30,121.34100,0.0604%,5.23618,25,17352.33,25,145.60920,0.0503%,4.76682,5,1708.56,5,,,,,,,,,
INR,"May 02, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""405383753413943""","SP-KT - Lube Combo, Magic, Pyraminx, Skewb, Stand, Timer, Gear - Open - Mid & Low Volume - Exact & Phrase","=""387936063231496""",Lube Combo - Mid & Low Volume - Exact & Phrase,B0DKJD6WV1,"Cubelelo Drift 3M Plus v2 3x3 (Magnetic) with Cube Lubricant & Premium Pouch (2024 Updated Version) | 48 Strong Magnets for Enhanced Stability & Smooth Turns | Kids & Adults,multicolor",B0DQPD175T,cubelelo,"0200 Arts, Crafts & School Supplies",0223 Stationery,Toy,CLB0503,AMAZON_IN,7296,46,0.6305%,267.59,7,3754.28,7,38.22714,0.0959%,14.02997,5,3184.76,5,53.51800,0.0685%,11.90164,2,569.52,2,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,159890394934310,Old - Core Generic Cube Campaigns All,"=""461439945733289""",BA_SP_KT_5x5 Cube_Generic_Phrase_09/23,"=""521470917336542""",5x5 Cube,B0D9QBDCQW,Cubelelo Drift 5x5 Stickerless with Cube Lubricant and Stand Combo | High-Performance Speed Cube | Adjustable Tension & Smooth Turning | Durable & Reliable | Ideal for All Ages,B0DJ5GDB7Y,cubelelo,"0200 Arts, Crafts & School Supplies",0223 Stationery,Toy,1460583,AMAZON_IN,15616,224,1.4344%,1670.76,25,13244.78,25,66.83040,0.1601%,7.92740,24,12969.54,24,69.61500,0.1537%,7.76266,1,275.24,1,,,,,,,,,
INR,"May 01, 2026 - May 01, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""405383753413943""","SP-KT - Lube Combo, Magic, Pyraminx, Skewb, Stand, Timer, Gear - Open - Mid & Low Volume - Exact & Phrase","=""336660360115507""",Gear - Mid & Low Volume - Exact & Phrase,B0BZKZ8212,"Cubelelo Drift Gear, Mirror (Silver) & Pyraminx Combo Stickerless | Unique Speedcube Set for Kids & Adults | Smooth & Durable Puzzles | Challenging Gift for Cubers",B0D6G24GVB,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460552,AMAZON_IN,12,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,108066094626813,BA - Generic - Extremely High Volume,"=""530532259196935""","SP-KT - Megaminx, Pyramid, Timer & Gear - Open - High Volume - Exact","=""402396258219983""",Gear - High Volume SKAG,B0BZKZ8212,"Cubelelo Drift Gear, Mirror (Silver) & Pyraminx Combo Stickerless | Unique Speedcube Set for Kids & Adults | Smooth & Durable Puzzles | Challenging Gift for Cubers",B0D6G24GVB,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460552,AMAZON_IN,1283,12,0.9353%,71.31,3,1403.81,3,23.77000,0.2338%,19.68602,2,1120.00,2,35.65500,0.1559%,15.70607,1,283.81,1,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""327104446426115""","SP-KT - Axis - Windmill - Fisher, Cylinder, Kids, Mini, Smart, Pyramid - Open - Mid & Low Volume - Exact & Phrase","=""423861844641216""",Axis - Windmill - Fisher - Mid & Low Volume - Exact & Phrase,B0CZDV68CM,"Cubelelo Drift Windmill (Tiled) Magic Cube Puzzle | Unique Shape Mod with Premium Design, Smooth Finish Toy for Intermediate and Advanced Solvers | Suitable for Adults and Kids Ages 3 & Above",B0F1YY4MBJ,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1170200,AMAZON_IN,9109,123,1.3503%,696.12,27,11072.34,28,25.78222,0.2964%,15.90579,22,9145.67,23,31.64182,0.2415%,13.13807,5,1926.67,5,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""327104446426115""","SP-KT - Axis - Windmill - Fisher, Cylinder, Kids, Mini, Smart, Pyramid - Open - Mid & Low Volume - Exact & Phrase","=""287381957290883""",Cylinder - Mid & Low volume - Exact & Phrase,B0CZDV68CM,"Cubelelo Drift Windmill (Tiled) Magic Cube Puzzle | Unique Shape Mod with Premium Design, Smooth Finish Toy for Intermediate and Advanced Solvers | Suitable for Adults and Kids Ages 3 & Above",B0F1YY4MBJ,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1170200,AMAZON_IN,5329,72,1.3511%,629.66,2,692.38,2,314.83000,0.0375%,1.09961,1,312.38,1,629.66000,0.0188%,0.49611,1,380.00,1,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""315451570129574""","SP-KT - Maglev, Mastermorphix, Puppet, Snake, Square1, Megaminx - Open - Mid & Low Volume - Exact & Phrase - UND","=""391120880267490""",Unique - Mid & Low Volume - Exact & Phrase,B0CZDV68CM,"Cubelelo Drift Windmill (Tiled) Magic Cube Puzzle | Unique Shape Mod with Premium Design, Smooth Finish Toy for Intermediate and Advanced Solvers | Suitable for Adults and Kids Ages 3 & Above",B0F1YY4MBJ,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1170200,AMAZON_IN,18323,161,0.8787%,820.84,11,3901.90,11,74.62182,0.0600%,4.75355,7,3009.52,7,117.26286,0.0382%,3.66639,4,892.38,4,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""327104446426115""","SP-KT - Axis - Windmill - Fisher, Cylinder, Kids, Mini, Smart, Pyramid - Open - Mid & Low Volume - Exact & Phrase","=""338572243352605""","PT - Axis, Windmill, Fisher",B0CZDV68CM,"Cubelelo Drift Windmill (Tiled) Magic Cube Puzzle | Unique Shape Mod with Premium Design, Smooth Finish Toy for Intermediate and Advanced Solvers | Suitable for Adults and Kids Ages 3 & Above",B0F1YY4MBJ,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1170200,AMAZON_IN,6445,137,2.1257%,1303.70,12,4766.65,12,108.64167,0.1862%,3.65625,8,3238.08,8,162.96250,0.1241%,2.48376,4,1528.57,4,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""329970929951347""",SP-KT - Branded - Cubelelo - Mid & Low Volume - Exact & Phrase - UND,"=""479460967599506""",Branded - 3x3,B08XK4V59M,"Cubelelo Drift 2x2, 3x3 & 4x4 Premium Gift Box | 3-in-1 Puzzle Game Set | Triple the Challenge, Thrice the Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",B0DFWMCHZW,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460503,AMAZON_IN,4387,10,0.2279%,97.89,1,569.52,1,97.89000,0.0228%,5.81796,1,569.52,1,97.89000,0.0228%,5.81796,0,0.00,0,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""560766968003680""","SP-KT - Mirror, Infinity & Combo - Open - Mid & Low Volume - Exact & Phrase - UND","=""531829023860059""",Phrase - Combo - Mid & Low Volume,B08XK4V59M,"Cubelelo Drift 2x2, 3x3 & 4x4 Premium Gift Box | 3-in-1 Puzzle Game Set | Triple the Challenge, Thrice the Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",B0DFWMCHZW,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460503,AMAZON_IN,9320,114,1.2232%,1262.42,13,7366.68,13,97.10923,0.1395%,5.83536,9,5275.25,9,140.26889,0.0966%,4.17868,4,2091.43,4,,,,,,,,,
INR,"May 15, 2026 - May 15, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,153505421940411,BA - Competition - Moyu,"=""535209545252680""",SP-KT - Comp - Moyu - Generic - Mid & Low Volume - Exact & Phrase,"=""354103828771122""",Moyu - 3x3 - Low Volume,B08XK4V59M,"Cubelelo Drift 2x2, 3x3 & 4x4 Premium Gift Box | 3-in-1 Puzzle Game Set | Triple the Challenge, Thrice the Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",B0DFWMCHZW,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460503,AMAZON_IN,1,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""329970929951347""",SP-KT - Branded - Cubelelo - Mid & Low Volume - Exact & Phrase - UND,"=""302346821210022""",Branded - 4x4,B08XK4V59M,"Cubelelo Drift 2x2, 3x3 & 4x4 Premium Gift Box | 3-in-1 Puzzle Game Set | Triple the Challenge, Thrice the Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",B0DFWMCHZW,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460503,AMAZON_IN,1530,11,0.7190%,112.73,3,1185.72,3,37.57667,0.1961%,10.51823,2,997.15,2,56.36500,0.1307%,8.84547,1,188.57,1,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,108066094626813,BA - Generic - Extremely High Volume,"=""442384136510181""","SP-KT - Generic - 3x3 - 'Cube, Cube Puzzle, Cube 33, Rubik's Cube 3x3',rubik's cube 3x3 speed cube - High Volume - Exact","=""368381636014986""",Generic - 3x3 - High Volume SKAG,B08XK4V59M,"Cubelelo Drift 2x2, 3x3 & 4x4 Premium Gift Box | 3-in-1 Puzzle Game Set | Triple the Challenge, Thrice the Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",B0DFWMCHZW,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460503,AMAZON_IN,7554,69,0.9134%,821.03,7,2904.76,7,117.29000,0.0927%,3.53795,6,2716.19,6,136.83833,0.0794%,3.30827,1,188.57,1,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""329970929951347""",SP-KT - Branded - Cubelelo - Mid & Low Volume - Exact & Phrase - UND,"=""526301691836211""",Branded - 3x3 - Phrase,B08XK4V59M,"Cubelelo Drift 2x2, 3x3 & 4x4 Premium Gift Box | 3-in-1 Puzzle Game Set | Triple the Challenge, Thrice the Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",B0DFWMCHZW,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460503,AMAZON_IN,70117,295,0.4207%,3731.37,27,11357.16,28,138.19889,0.0385%,3.04370,24,10913.35,25,155.47375,0.0342%,2.92476,3,443.81,3,,,,,,,,,
