Budget currency,Date range,Advertiser account ID,Advertiser account name,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Ad group ID,Ad group name,Advertised product ID,Advertised product name,Advertised product parent ID,Advertised product brand,Advertised product category,Advertised product subcategory,Advertised product group,Advertised product SKU,Advertised product marketplace,Impressions,Clicks,CTR,Total cost,Purchases,Sales,Units sold,Cost per purchase,Purchase rate,ROAS,Purchases (promoted),Sales (promoted),Units sold (promoted),Cost per purchase (promoted),Purchase rate (promoted),ROAS (promoted),Purchases (halo),Sales (halo),Units sold (halo),Purchases (new to brand),Sales (new to brand),Units sold (new to brand),Cost per purchase (new to brand),Purchase rate (new to brand),ROAS (new to brand),Detail page views,Cost per detail page view,Detail page view rate
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279431566595154,Paused SB Campaigns - Old,"=""342892756369405""",BA_SBV_KT_3x3 Cube Generic _Magnetic_Phrase_4/24,"=""367878248809390""",Magnetic Cube 3x3,,,,,,,,,,5284,68,1.2869%,854.76,9,3613.36,9,94.97333,0.1703%,4.22734,7,3035.26,7,122.10857,0.1325%,3.55101,2,578.10,2,9,3613.36,9,94.97333,0.1703%,4.22734,184,4.64543,3.4822%
INR,"May 08, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""294777906047039""",SBSL-KT - Generic - Open - High & Mid Volume - Exact,"=""528089263509420""",High Volume -  Exact,,,,,,,,,,47122,990,2.1009%,8939.01,95,29978.11,98,94.09484,0.2016%,3.35363,81,24800.02,84,110.35815,0.1719%,2.77436,14,5178.09,14,77,22480.02,78,116.09104,0.1634%,2.51482,2019,4.42744,4.2846%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""299103076353766""","SBSL-KT - Megaminx, Pyramid, Timer & Gear - Open - Exact","=""283434224733733""",Megaminx,,,,,,,,,,10900,337,3.0917%,989.27,30,12829.33,31,32.97567,0.2752%,12.96848,26,11128.95,27,38.04885,0.2385%,11.24966,4,1700.38,4,20,8794.08,20,49.46350,0.1835%,8.88946,687,1.43999,6.3028%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""334124855453438""","SBSL-KT - Generic - 2x2, 3x3, 4x4, 5x5, 6x6, 7x7 - Exact","=""347081244847252""",Generic - 5x5,,,,,,,,,,149,4,2.6846%,7.52,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,0,0.00,0,,0.0000%,0.00000,3,2.50667,2.0134%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""334124855453438""","SBSL-KT - Generic - 2x2, 3x3, 4x4, 5x5, 6x6, 7x7 - Exact","=""369193468972636""",Generic - 6x6,,,,,,,,,,953,42,4.4071%,109.77,7,4850.48,7,15.68143,0.7345%,44.18767,7,4850.48,7,15.68143,0.7345%,44.18767,0,0.00,0,2,2187.62,2,54.88500,0.2099%,19.92913,80,1.37213,8.3945%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""415753023796479""","SBSL-KT - Mirror, Infinity & Combo - Open - Exact","=""431711332516830""",Mirror,,,,,,,,,,10037,155,1.5443%,447.47,17,5912.39,18,26.32176,0.1694%,13.21293,15,4772.39,16,29.83133,0.1494%,10.66527,2,1140.00,2,12,4185.72,13,37.28917,0.1196%,9.35419,323,1.38536,3.2181%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279431566595154,Paused SB Campaigns - Old,"=""302256792673586""",BA_SBV_KT_3x3 Cube Generic _Generic_Phrase_7/24,"=""495270982862202""",ROS,,,,,,,,,,240,1,0.4167%,1.81,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,0,0.00,0,,0.0000%,0.00000,3,0.60333,1.2500%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""497445504821486""",BA_SBV_KT_3x3 Cube _Brand_Phrase,"=""314412296912727""",SBV - ROS - Phrase,,,,,,,,,,3223,114,3.5371%,1989.62,9,4243.82,9,221.06889,0.2792%,2.13298,9,4243.82,9,221.06889,0.2792%,2.13298,0,0.00,0,7,3102.87,7,284.23143,0.2172%,1.55953,479,4.15370,14.8619%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""497445504821486""",BA_SBV_KT_3x3 Cube _Brand_Phrase,"=""431745662903515""",SBV - TOS - PH,,,,,,,,,,4289,242,5.6423%,1098.17,30,10391.43,32,36.60567,0.6995%,9.46250,28,9203.81,30,39.22036,0.6528%,8.38104,2,1187.62,2,21,7337.15,23,52.29381,0.4896%,6.68125,807,1.36081,18.8156%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""334124855453438""","SBSL-KT - Generic - 2x2, 3x3, 4x4, 5x5, 6x6, 7x7 - Exact","=""291290782526935""",Generic - 4x4,,,,,,,,,,7873,278,3.5311%,1006.58,31,11340.96,34,32.47032,0.3938%,11.26682,26,9378.10,28,38.71462,0.3302%,9.31680,5,1962.86,6,23,8495.24,24,43.76435,0.2921%,8.43971,411,2.44910,5.2204%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""415753023796479""","SBSL-KT - Mirror, Infinity & Combo - Open - Exact","=""302076672881646""",Combo,,,,,,,,,,3439,88,2.5589%,268.99,3,701.90,3,89.66333,0.0872%,2.60939,3,701.90,3,89.66333,0.0872%,2.60939,0,0.00,0,3,701.90,3,89.66333,0.0872%,2.60939,144,1.86799,4.1873%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""294777906047039""",SBSL-KT - Generic - Open - High & Mid Volume - Exact,"=""356079961127467""",Mid - Exact,,,,,,,,,,56929,1510,2.6524%,10939.91,152,56422.01,158,71.97309,0.2670%,5.15745,124,44255.32,127,88.22508,0.2178%,4.04531,28,12166.69,31,114,40124.87,119,95.96412,0.2002%,3.66775,2745,3.98540,4.8218%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,44034571834589,BA - SD Campaigns,"=""403022595429362""",BA_SD_Category Targeting_VR_All Products_5/24,"=""483093739067840""",VR,B0DRVQVFJB,,,,,,,1030604,AMAZON_IN,0,0,,0.00,0,0.00,0,,,,0,0.00,0,,,,0,0.00,0,0,0.00,0,,,,63,0.00000,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""299103076353766""","SBSL-KT - Megaminx, Pyramid, Timer & Gear - Open - Exact","=""380303889693545""",Timer,,,,,,,,,,9854,469,4.7595%,928.40,30,15957.14,30,30.94667,0.3044%,17.18779,25,13819.05,25,37.13600,0.2537%,14.88480,5,2138.09,5,16,7734.27,16,58.02500,0.1624%,8.33075,821,1.13082,8.3316%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279431566595154,Paused SB Campaigns - Old,"=""549329631989436""",BA_SB - Generic_Magnetic Cube_Phrase_7/24,"=""506069636435611""",Generic Magnetic Cube,,,,,,,,,,624686,1147,0.1836%,11347.27,67,25000.01,72,169.36224,0.0107%,2.20317,64,24004.77,69,177.30109,0.0102%,2.11547,3,995.24,3,41,14453.33,41,276.76268,0.0066%,1.27373,2541,4.46567,0.4068%
INR,"May 05, 2026 - May 23, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,215664054810032,BA - Number Sliding Puzzle,"=""368850028288804""",SBV-KT - Number Sliding Puzzle - Generic - BMM,"=""364214731614766""",SBV-KT - Number Sliding Puzzle - Generic - BMM,,,,,,,,,,18,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,0,0.00,0,,0.0000%,,0,,0.0000%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""299103076353766""","SBSL-KT - Megaminx, Pyramid, Timer & Gear - Open - Exact","=""368382737142762""",Gear,,,,,,,,,,4353,171,3.9283%,515.12,15,5100.01,15,34.34133,0.3446%,9.90063,15,5100.01,15,34.34133,0.3446%,9.90063,0,0.00,0,7,2763.82,7,73.58857,0.1608%,5.36539,329,1.56571,7.5580%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,215664054810032,BA - Number Sliding Puzzle,"=""305807850584699""",SBV-KT - ROS - Number Sliding Puzzle - Generic - Exact,"=""369471270492532""",Number Sliding Puzzle,,,,,,,,,,91977,1090,1.1851%,8845.11,97,29151.47,111,91.18670,0.1055%,3.29577,91,26960.04,104,97.19901,0.0989%,3.04802,6,2191.43,7,90,27618.13,104,98.27900,0.0979%,3.12242,1972,4.48535,2.1440%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""299103076353766""","SBSL-KT - Megaminx, Pyramid, Timer & Gear - Open - Exact","=""367392159603994""",Pyramid,,,,,,,,,,3875,123,3.1742%,665.77,9,3276.95,11,73.97444,0.2323%,4.92205,7,2969.52,9,95.11000,0.1806%,4.46028,2,307.43,2,7,2736.95,9,95.11000,0.1806%,4.11095,171,3.89339,4.4129%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""334124855453438""","SBSL-KT - Generic - 2x2, 3x3, 4x4, 5x5, 6x6, 7x7 - Exact","=""533267236004239""",Generic - 2x2,,,,,,,,,,785,22,2.8025%,76.46,4,1080.00,4,19.11500,0.5096%,14.12503,3,900.00,3,25.48667,0.3822%,11.77086,1,180.00,1,2,397.14,2,38.23000,0.2548%,5.19409,42,1.82048,5.3503%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""415753023796479""","SBSL-KT - Mirror, Infinity & Combo - Open - Exact","=""515160219947373""",Infinity,,,,,,,,,,602,13,2.1595%,30.27,1,284.76,1,30.27000,0.1661%,9.40733,1,284.76,1,30.27000,0.1661%,9.40733,0,0.00,0,1,284.76,1,30.27000,0.1661%,9.40733,4,7.56750,0.6645%
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""327104446426115""","SP-KT - Axis - Windmill - Fisher, Cylinder, Kids, Mini, Smart, Pyramid - Open - Mid & Low Volume - Exact & Phrase","=""528810430432085""",Mini - Mid & Low Volume - Exact & Phrase,B09B7556K2,Cubelelo Drift Mini 3x3 Keychain Combo (Pack of 2) Magic Cube Puzzle | Portable Speedcube Set for Kids & Adults | Fun & Durable Keychain Cubes | Perfect On-the-Go Puzzle,-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,CLB0096,AMAZON_IN,6634,46,0.6934%,198.10,4,1696.20,4,49.52500,0.0603%,8.56234,4,1696.20,4,49.52500,0.0603%,8.56234,0,0.00,0,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""498287583816355""","SP-KT - Generic - 5x5, 6x6, 7x7, Keychain - Mid & Low Volume - Exact & Phrase","=""488567764457494""",Generic - Keychain - Low Volume,B09B7556K2,Cubelelo Drift Mini 3x3 Keychain Combo (Pack of 2) Magic Cube Puzzle | Portable Speedcube Set for Kids & Adults | Fun & Durable Keychain Cubes | Perfect On-the-Go Puzzle,-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,CLB0096,AMAZON_IN,2210,19,0.8597%,69.91,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,,,,,,,,
INR,"May 12, 2026 - May 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""408832603271930""",BA_SP_KT_Brand Drift (3x3)_Phrase_09/23,"=""462288077097605""",Brand Drift (3x3),B0CJMDL3V8,"Cubelelo Drift 3M 3X3 Magnetic Speedcube & Premium Cube Lubricant Combo | Drift 3M Features 48 Precision Magnets| Ultra Smooth Buttery Turns | The Perfect Kit For Fast, Precise Solving!, Kids",B0DQPD175T,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,CLB0501,AMAZON_IN,7,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"May 08, 2026 - May 25, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""405383753413943""","SP-KT - Lube Combo, Magic, Pyraminx, Skewb, Stand, Timer, Gear - Open - Mid & Low Volume - Exact & Phrase","=""387936063231496""",Lube Combo - Mid & Low Volume - Exact & Phrase,B0CJMDL3V8,"Cubelelo Drift 3M 3X3 Magnetic Speedcube & Premium Cube Lubricant Combo | Drift 3M Features 48 Precision Magnets| Ultra Smooth Buttery Turns | The Perfect Kit For Fast, Precise Solving!, Kids",B0DQPD175T,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,CLB0501,AMAZON_IN,5,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"May 26, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,14896671318530,BA - Tinker Box,"=""178894007177834""",BA - SP - Auto - Tinker Box - 0-2 Years - DO,"=""524300284583215""",Tinker Box,B0FQP635YZ,TinkerBox Mobile Hanging | 0+ Months | Montessori Wooden Crib Toy for Newborns & Babies | Early Visual Stimulation & Sensory Development | Safe & Durable Hanging Room Decoration Toy,-1,Tinker Box,1500 Bedding,1530 Baby Blankets,Baby product,TB01004,AMAZON_IN,23481,37,0.1576%,190.48,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""315451570129574""","SP-KT - Maglev, Mastermorphix, Puppet, Snake, Square1, Megaminx - Open - Mid & Low Volume - Exact & Phrase - UND","=""391120880267490""",Unique - Mid & Low Volume - Exact & Phrase,B09WHYXJRH,"Cubelelo Drift Megaminx M (Magnetic) Stickerless Puzzle - Precision Puzzle for Competitive Solvers, Kids & Adults | Smooth Turning, Durable Design, Ideal for Brain Teasers and Speedcubing Challenges",B0DFGXG393,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1290600,AMAZON_IN,3909,15,0.3837%,114.23,1,475.24,1,114.23000,0.0256%,4.16038,1,475.24,1,114.23000,0.0256%,4.16038,0,0.00,0,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""315451570129574""","SP-KT - Maglev, Mastermorphix, Puppet, Snake, Square1, Megaminx - Open - Mid & Low Volume - Exact & Phrase - UND","=""429913349679527""",Megaminx - Mid & Low Volume - Exact & Phrase,B09WHYXJRH,"Cubelelo Drift Megaminx M (Magnetic) Stickerless Puzzle - Precision Puzzle for Competitive Solvers, Kids & Adults | Smooth Turning, Durable Design, Ideal for Brain Teasers and Speedcubing Challenges",B0DFGXG393,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1290600,AMAZON_IN,11775,151,1.2824%,1869.60,13,10700.97,13,143.81538,0.1104%,5.72367,11,9893.35,11,169.96364,0.0934%,5.29169,2,807.62,2,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,108066094626813,BA - Generic - Extremely High Volume,"=""530532259196935""","SP-KT - Megaminx, Pyramid, Timer & Gear - Open - High Volume - Exact","=""360566109921119""",Megaminx - High Volume SKAG,B09WHYXJRH,"Cubelelo Drift Megaminx M (Magnetic) Stickerless Puzzle - Precision Puzzle for Competitive Solvers, Kids & Adults | Smooth Turning, Durable Design, Ideal for Brain Teasers and Speedcubing Challenges",B0DFGXG393,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1290600,AMAZON_IN,1641,10,0.6094%,48.27,4,2517.14,4,12.06750,0.2438%,52.14709,2,1901.90,2,24.13500,0.1219%,39.40128,2,615.24,2,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,106276615587889,BA - Wooden Toys,"=""390890417285743""","SP-CT - Low ASP Cube - Brain Teasers, Framed Puzzles, Pegged Puzzles, Sudoku Puzzles, Floor Puzzles, Learning & Education","=""426976377672780""",Sudoku Puzzles,B08H88N2N9,Cubelelo Drift Warrior 3x3 Stickerless Cube | Beginner Speedcube for Kids Boys Girls Above 3 4 5 6 Years Old & Above | Magic Puzzle Toy | Durable & Smooth Cube with Anti-Pop Design 3 3,B0F18TBS19,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1030500,AMAZON_IN,1674,11,0.6571%,48.98,1,188.57,1,48.98000,0.0597%,3.84994,1,188.57,1,48.98000,0.0597%,3.84994,0,0.00,0,,,,,,,,,
INR,"May 01, 2026 - May 31, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,106276615587889,BA - Wooden Toys,"=""390890417285743""","SP-CT - Low ASP Cube - Brain Teasers, Framed Puzzles, Pegged Puzzles, Sudoku Puzzles, Floor Puzzles, Learning & Education","=""484972979056260""",Framed Puzzles,B08H88N2N9,Cubelelo Drift Warrior 3x3 Stickerless Cube | Beginner Speedcube for Kids Boys Girls Above 3 4 5 6 Years Old & Above | Magic Puzzle Toy | Durable & Smooth Cube with Anti-Pop Design 3 3,B0F18TBS19,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1030500,AMAZON_IN,168,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
