Budget currency,Date range,Advertiser account ID,Advertiser account name,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Ad group ID,Ad group name,Advertised product ID,Advertised product name,Advertised product parent ID,Advertised product brand,Advertised product category,Advertised product subcategory,Advertised product group,Advertised product SKU,Advertised product marketplace,Impressions,Clicks,CTR,Total cost,Purchases,Sales,Units sold,Cost per purchase,Purchase rate,ROAS,Purchases (promoted),Sales (promoted),Units sold (promoted),Cost per purchase (promoted),Purchase rate (promoted),ROAS (promoted),Purchases (halo),Sales (halo),Units sold (halo),Purchases (new to brand),Sales (new to brand),Units sold (new to brand),Cost per purchase (new to brand),Purchase rate (new to brand),ROAS (new to brand),Detail page views,Cost per detail page view,Detail page view rate
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,106276615587889,BA - Wooden Toys,"=""422466067749037""",SP-Auto - Wooden Products - Generic,"=""304050272629409""",Auto,B0CJBLTM11,"Cubelelo Drift Daily Calendar Puzzle | A-Puzzle-A-Day | Wooden Challenging Tangram Puzzle Toys for Adults and Kids | Compact, Travel Friendly Toy for Return & Birthday Gifts",-1,cubelelo,0300 Games & Puzzles,0306 Wooden Puzzles,Toy,4001001a,AMAZON_IN,88696,312,0.3518%,2279.57,63,18762.61,64,36.18365,0.0710%,8.23077,42,11028.51,43,54.27548,0.0474%,4.83798,21,7734.10,21,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,106276615587889,BA - Wooden Toys,"=""434668412101024""",SP-PT - Wooden - Comp - Calendar Puzzle - Best selling - Brain Teaser Puzzles - Exact,"=""480131625002209""",Calendar Puzzle,B0CJBLTM11,"Cubelelo Drift Daily Calendar Puzzle | A-Puzzle-A-Day | Wooden Challenging Tangram Puzzle Toys for Adults and Kids | Compact, Travel Friendly Toy for Return & Birthday Gifts",-1,cubelelo,0300 Games & Puzzles,0306 Wooden Puzzles,Toy,4001001a,AMAZON_IN,9090,46,0.5061%,512.94,8,4089.53,11,64.11750,0.0880%,7.97273,4,1554.28,5,128.23500,0.0440%,3.03014,4,2535.25,6,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,106276615587889,BA - Wooden Toys,"=""556800165272450""",SP-PT - Wooden - Comp - Puzzle Co - Calendar Puzzle - Exact,"=""334412694312199""",Calendar Puzzle,B0CJBLTM11,"Cubelelo Drift Daily Calendar Puzzle | A-Puzzle-A-Day | Wooden Challenging Tangram Puzzle Toys for Adults and Kids | Compact, Travel Friendly Toy for Return & Birthday Gifts",-1,cubelelo,0300 Games & Puzzles,0306 Wooden Puzzles,Toy,4001001a,AMAZON_IN,317,1,0.3155%,7.22,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,108066094626813,BA - Generic - Extremely High Volume,"=""345506724788622""","SP-KT - Mirror, Infinity & Combo - Open - High Volume - Exact","=""427492065631626""",Mirror - High Volume,B0DRVW5BNS,Cubelelo Drift 3x3 Mirror Blue (Tiled) Speed Cube | New Blue Version Looks Stunning with Buttery Smooth Turns | Ideal for Kids Above 5 6 Years Old Boys Girls | 3x3x3 Shape-Shifting Design Puzzle Toy,B0DWMW5ZNX,cubelelo,0300 Games & Puzzles,0301 Family Board / Action,Toy,1120039,AMAZON_IN,35246,532,1.5094%,2797.32,86,27452.37,86,32.52698,0.2440%,9.81381,62,19100.03,62,45.11806,0.1759%,6.82798,24,8352.34,24,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""560766968003680""","SP-KT - Mirror, Infinity & Combo - Open - Mid & Low Volume - Exact & Phrase - UND","=""525770774800313""",Phrase - Mirror - Mid & Low Volume,B0DRVW5BNS,Cubelelo Drift 3x3 Mirror Blue (Tiled) Speed Cube | New Blue Version Looks Stunning with Buttery Smooth Turns | Ideal for Kids Above 5 6 Years Old Boys Girls | 3x3x3 Shape-Shifting Design Puzzle Toy,B0DWMW5ZNX,cubelelo,0300 Games & Puzzles,0301 Family Board / Action,Toy,1120039,AMAZON_IN,22864,278,1.2159%,2016.93,32,11053.32,33,63.02906,0.1400%,5.48027,23,7957.14,24,87.69261,0.1006%,3.94517,9,3096.18,9,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""329970929951347""",SP-KT - Branded - Cubelelo - Mid & Low Volume - Exact & Phrase - UND,"=""360220929148821""",Mirror,B0DRVW5BNS,Cubelelo Drift 3x3 Mirror Blue (Tiled) Speed Cube | New Blue Version Looks Stunning with Buttery Smooth Turns | Ideal for Kids Above 5 6 Years Old Boys Girls | 3x3x3 Shape-Shifting Design Puzzle Toy,B0DWMW5ZNX,cubelelo,0300 Games & Puzzles,0301 Family Board / Action,Toy,1120039,AMAZON_IN,649,6,0.9245%,38.08,1,188.57,1,38.08000,0.1541%,4.95194,0,0.00,0,,0.0000%,0.00000,1,188.57,1,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""560766968003680""","SP-KT - Mirror, Infinity & Combo - Open - Mid & Low Volume - Exact & Phrase - UND","=""389003175272486""",Mirror - Mid & Low Volume,B0DRVW5BNS,Cubelelo Drift 3x3 Mirror Blue (Tiled) Speed Cube | New Blue Version Looks Stunning with Buttery Smooth Turns | Ideal for Kids Above 5 6 Years Old Boys Girls | 3x3x3 Shape-Shifting Design Puzzle Toy,B0DWMW5ZNX,cubelelo,0300 Games & Puzzles,0301 Family Board / Action,Toy,1120039,AMAZON_IN,11470,135,1.1770%,990.86,12,3890.48,12,82.57167,0.1046%,3.92637,8,2819.05,8,123.85750,0.0697%,2.84505,4,1071.43,4,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,108066094626813,BA - Generic - Extremely High Volume,"=""530532259196935""","SP-KT - Megaminx, Pyramid, Timer & Gear - Open - High Volume - Exact","=""321431385380150""",Pyramid - High Volume,B0CVL6X9KS,Cubelelo Drift Pyraminx and Cube Lube Combo | Pyramid Triangle Speedcube & Premium Lubricant Set,-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460544,AMAZON_IN,11594,91,0.7849%,811.67,12,3948.56,12,67.63917,0.1035%,4.86474,7,2898.09,7,115.95286,0.0604%,3.57053,5,1050.47,5,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""315451570129574""","SP-KT - Maglev, Mastermorphix, Puppet, Snake, Square1, Megaminx - Open - Mid & Low Volume - Exact & Phrase - UND","=""355780307112522""",Snake - Mid & Low Volume - Exact & Phrase,B0BV247KZ6,Cubelelo Magic Snake Rainbow Puzzle Cube (24 Wedges) | Twist and Turn Shape Creation Fun Game for Kids Boys Girls and Adults | Multicolor Brain Teaser Stress Buster Toy | for Ages 3 Years and Above,B0CT8VHGGD,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1310035_EAN,AMAZON_IN,9956,263,2.6416%,1295.61,48,16930.42,54,26.99188,0.4821%,13.06753,42,15365.67,48,30.84786,0.4219%,11.85980,6,1564.75,6,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""405383753413943""","SP-KT - Lube Combo, Magic, Pyraminx, Skewb, Stand, Timer, Gear - Open - Mid & Low Volume - Exact & Phrase","=""372803868727165""",Skewb - Mid & Low Volume - Exact & Phrase,B09K7QWDT5,Cubelelo Drift Skewb Stickerless Speedcube Puzzle for Kids & Adults | Fast & Smooth Stress Buster | Brain-Boosting Challenge for Kids and Adults (Multicolour),B08BTYH1QF,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1130100,AMAZON_IN,9236,233,2.5227%,1757.89,51,27484.85,61,34.46843,0.5522%,15.63514,39,19411.52,39,45.07410,0.4223%,11.04251,12,8073.33,22,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""315451570129574""","SP-KT - Maglev, Mastermorphix, Puppet, Snake, Square1, Megaminx - Open - Mid & Low Volume - Exact & Phrase - UND","=""391120880267490""",Unique - Mid & Low Volume - Exact & Phrase,B09K7QWDT5,Cubelelo Drift Skewb Stickerless Speedcube Puzzle for Kids & Adults | Fast & Smooth Stress Buster | Brain-Boosting Challenge for Kids and Adults (Multicolour),B08BTYH1QF,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1130100,AMAZON_IN,3500,27,0.7714%,150.66,6,2526.67,6,25.11000,0.1714%,16.77068,4,1996.20,4,37.66500,0.1143%,13.24970,2,530.47,2,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""315451570129574""","SP-KT - Maglev, Mastermorphix, Puppet, Snake, Square1, Megaminx - Open - Mid & Low Volume - Exact & Phrase - UND","=""341230793876965""",Mastermorphix - Mid & Low Volume - Exact & Phrase,B09K7QWDT5,Cubelelo Drift Skewb Stickerless Speedcube Puzzle for Kids & Adults | Fast & Smooth Stress Buster | Brain-Boosting Challenge for Kids and Adults (Multicolour),B08BTYH1QF,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1130100,AMAZON_IN,267,1,0.3745%,6.24,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""405383753413943""","SP-KT - Lube Combo, Magic, Pyraminx, Skewb, Stand, Timer, Gear - Open - Mid & Low Volume - Exact & Phrase","=""350064977792250""",Timer - Mid & Low Volume - Exact & Phrase,B09HH8MCK4,Cubelelo Drift Cube Timer for Speed Cube,B0CXYCGG46,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1380100,AMAZON_IN,3560,88,2.4719%,384.38,11,6493.32,11,34.94364,0.3090%,16.89297,6,5375.23,6,64.06333,0.1685%,13.98416,5,1118.09,5,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""343328245514155""",BA - SP PT - Cube Timer - Brand - ST,"=""544745524853066""",Cube timer_ST,B09HH8MCK4,Cubelelo Drift Cube Timer for Speed Cube,B0CXYCGG46,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1380100,AMAZON_IN,2822,114,4.0397%,685.53,3,2730.47,3,228.51000,0.1063%,3.98301,2,2474.28,2,342.76500,0.0709%,3.60930,1,256.19,1,,,,,,,,,
INR,"Apr 01, 2026 - Apr 26, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,108066094626813,BA - Generic - Extremely High Volume,"=""530532259196935""","SP-KT - Megaminx, Pyramid, Timer & Gear - Open - High Volume - Exact","=""515308926056437""",Timer - High Volume SKAG,B09HH8MCK4,Cubelelo Drift Cube Timer for Speed Cube,B0CXYCGG46,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1380100,AMAZON_IN,13,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"Apr 24, 2026 - Apr 27, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""329970929951347""",SP-KT - Branded - Cubelelo - Mid & Low Volume - Exact & Phrase - UND,"=""463035025528262""",Timer,B09HH8MCK4,Cubelelo Drift Cube Timer for Speed Cube,B0CXYCGG46,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1380100,AMAZON_IN,3,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""315451570129574""","SP-KT - Maglev, Mastermorphix, Puppet, Snake, Square1, Megaminx - Open - Mid & Low Volume - Exact & Phrase - UND","=""391120880267490""",Unique - Mid & Low Volume - Exact & Phrase,B09WHYXJRH,"Cubelelo Drift Megaminx M (Magnetic) Stickerless Puzzle - Precision Puzzle for Competitive Solvers, Kids & Adults | Smooth Turning, Durable Design, Ideal for Brain Teasers and Speedcubing Challenges",B0DFGXG393,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1290600,AMAZON_IN,2114,8,0.3784%,87.66,1,475.24,1,87.66000,0.0473%,5.42140,1,475.24,1,87.66000,0.0473%,5.42140,0,0.00,0,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""315451570129574""","SP-KT - Maglev, Mastermorphix, Puppet, Snake, Square1, Megaminx - Open - Mid & Low Volume - Exact & Phrase - UND","=""429913349679527""",Megaminx - Mid & Low Volume - Exact & Phrase,B09WHYXJRH,"Cubelelo Drift Megaminx M (Magnetic) Stickerless Puzzle - Precision Puzzle for Competitive Solvers, Kids & Adults | Smooth Turning, Durable Design, Ideal for Brain Teasers and Speedcubing Challenges",B0DFGXG393,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1290600,AMAZON_IN,7585,123,1.6216%,957.01,22,17725.69,22,43.50045,0.2900%,18.52195,19,17032.36,19,50.36895,0.2505%,17.79747,3,693.33,3,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,108066094626813,BA - Generic - Extremely High Volume,"=""530532259196935""","SP-KT - Megaminx, Pyramid, Timer & Gear - Open - High Volume - Exact","=""360566109921119""",Megaminx - High Volume SKAG,B09WHYXJRH,"Cubelelo Drift Megaminx M (Magnetic) Stickerless Puzzle - Precision Puzzle for Competitive Solvers, Kids & Adults | Smooth Turning, Durable Design, Ideal for Brain Teasers and Speedcubing Challenges",B0DFGXG393,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1290600,AMAZON_IN,796,6,0.7538%,33.73,1,1237.14,1,33.73000,0.1256%,36.67774,1,1237.14,1,33.73000,0.1256%,36.67774,0,0.00,0,,,,,,,,,
INR,"Apr 20, 2026 - Apr 29, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""398733777024064""",Phrase - Magnetic - 4x4 - Mid & Low Volume,B09MZ7WP73,"Cubelelo Drift 4M 4x4 (Magnetic) Speed Cube | AKA Revenge Cube | Combines Smoothness, Stability and Durability | Toys for Kids Ages 7-14 Boys Girls and Adults All Ages | 4x4x4 Puzzle Speedcube Toy",B0CBBV1B5T,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1040600,AMAZON_IN,8,2,25.0000%,5.07,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""498287583816355""","SP-KT - Generic - 5x5, 6x6, 7x7, Keychain - Mid & Low Volume - Exact & Phrase","=""490322774447990""",Generic - 5x5 - Mid & Low Volume,B0BZL11XWC,"Cubelelo Drift 4x4, 5x5 Premium Gift Box | 2-in-1 Puzzle Game Set | Challenge, Thrice The Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460510,AMAZON_IN,10660,91,0.8537%,1182.33,18,9770.43,18,65.68500,0.1689%,8.26371,11,7846.63,11,107.48455,0.1032%,6.63658,7,1923.80,7,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""332675778194131""",SP-KT - Generic - 4x4 - Mid & Low Volume - Exact & Phrase - DO,"=""302493695958815""",Generic - 4x4 - Mid & Low Volume,B0BZL11XWC,"Cubelelo Drift 4x4, 5x5 Premium Gift Box | 2-in-1 Puzzle Game Set | Challenge, Thrice The Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460510,AMAZON_IN,47187,266,0.5637%,3501.60,50,27027.51,50,70.03200,0.1060%,7.71862,41,25198.95,41,85.40488,0.0869%,7.19641,9,1828.56,9,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""332675778194131""",SP-KT - Generic - 4x4 - Mid & Low Volume - Exact & Phrase - DO,"=""318693646880033""",Phrase - Generic - 4x4 - Mid & Low Volume,B09MZ7WP73,"Cubelelo Drift 4M 4x4 (Magnetic) Speed Cube | AKA Revenge Cube | Combines Smoothness, Stability and Durability | Toys for Kids Ages 7-14 Boys Girls and Adults All Ages | 4x4x4 Puzzle Speedcube Toy",B0CBBV1B5T,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1040600,AMAZON_IN,10029,156,1.5555%,1316.41,16,12917.12,16,82.27563,0.1595%,9.81238,12,11607.60,12,109.70083,0.1197%,8.81762,4,1309.52,4,,,,,,,,,
INR,"Apr 02, 2026 - Apr 29, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""425372408989294""",Magnetic - 4x4 - Mid & Low Volume,B0BZL11XWC,"Cubelelo Drift 4x4, 5x5 Premium Gift Box | 2-in-1 Puzzle Game Set | Challenge, Thrice The Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460510,AMAZON_IN,56,2,3.5714%,6.45,1,713.33,1,6.45000,1.7857%,110.59380,1,713.33,1,6.45000,1.7857%,110.59380,0,0.00,0,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""560766968003680""","SP-KT - Mirror, Infinity & Combo - Open - Mid & Low Volume - Exact & Phrase - UND","=""531829023860059""",Phrase - Combo - Mid & Low Volume,B0BZL11XWC,"Cubelelo Drift 4x4, 5x5 Premium Gift Box | 2-in-1 Puzzle Game Set | Challenge, Thrice The Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460510,AMAZON_IN,15321,72,0.4699%,712.60,9,5752.37,9,79.17778,0.0587%,8.07237,8,5325.70,8,89.07500,0.0522%,7.47362,1,426.67,1,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""327104446426115""","SP-KT - Axis - Windmill - Fisher, Cylinder, Kids, Mini, Smart, Pyramid - Open - Mid & Low Volume - Exact & Phrase","=""528810430432085""",Mini - Mid & Low Volume - Exact & Phrase,B09B75WYR2,Cubelelo Drift Mini 3x3 Keychain | Magic Speed Cube Toy | Puzzle for Kids and Adults | Compact and Handy Multi Purpose Brain Teaser Game for Fun and Joy | for Ages 3 Years and Above,-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1960100,AMAZON_IN,9506,219,2.3038%,745.07,12,3504.80,13,62.08917,0.1262%,4.70399,12,3504.80,13,62.08917,0.1262%,4.70399,0,0.00,0,,,,,,,,,
INR,"Apr 19, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""425372408989294""",Magnetic - 4x4 - Mid & Low Volume,B09MZ7WP73,"Cubelelo Drift 4M 4x4 (Magnetic) Speed Cube | AKA Revenge Cube | Combines Smoothness, Stability and Durability | Toys for Kids Ages 7-14 Boys Girls and Adults All Ages | 4x4x4 Puzzle Speedcube Toy",B0CBBV1B5T,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1040600,AMAZON_IN,89,16,17.9775%,68.61,5,4566.65,5,13.72200,5.6180%,66.55954,4,3853.32,4,17.15250,4.4944%,56.16266,1,713.33,1,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""498287583816355""","SP-KT - Generic - 5x5, 6x6, 7x7, Keychain - Mid & Low Volume - Exact & Phrase","=""384271447348191""",Phrase - Generic - 5x5 - Mid & Low Volume,B0BZL11XWC,"Cubelelo Drift 4x4, 5x5 Premium Gift Box | 2-in-1 Puzzle Game Set | Challenge, Thrice The Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460510,AMAZON_IN,15567,230,1.4775%,3026.71,28,17811.36,28,108.09679,0.1799%,5.88473,23,15407.55,23,131.59609,0.1477%,5.09053,5,2403.81,5,,,,,,,,,
INR,"Apr 08, 2026 - Apr 22, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""549377709953283""",Phrase - Magnetic - 5x5 - Mid & Low Volume,B0BZL11XWC,"Cubelelo Drift 4x4, 5x5 Premium Gift Box | 2-in-1 Puzzle Game Set | Challenge, Thrice The Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460510,AMAZON_IN,8,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"Apr 26, 2026 - Apr 26, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""398733777024064""",Phrase - Magnetic - 4x4 - Mid & Low Volume,B0BZL11XWC,"Cubelelo Drift 4x4, 5x5 Premium Gift Box | 2-in-1 Puzzle Game Set | Challenge, Thrice The Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460510,AMAZON_IN,1,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""332675778194131""",SP-KT - Generic - 4x4 - Mid & Low Volume - Exact & Phrase - DO,"=""318693646880033""",Phrase - Generic - 4x4 - Mid & Low Volume,B0BZL11XWC,"Cubelelo Drift 4x4, 5x5 Premium Gift Box | 2-in-1 Puzzle Game Set | Challenge, Thrice The Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460510,AMAZON_IN,30753,251,0.8162%,2940.65,32,17640.88,33,91.89531,0.1041%,5.99897,25,15975.18,26,117.62600,0.0813%,5.43253,7,1665.70,7,,,,,,,,,
INR,"Apr 01, 2026 - Apr 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""329970929951347""",SP-KT - Branded - Cubelelo - Mid & Low Volume - Exact & Phrase - UND,"=""560146263793792""",Combo,B0BZL11XWC,"Cubelelo Drift 4x4, 5x5 Premium Gift Box | 2-in-1 Puzzle Game Set | Challenge, Thrice The Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460510,AMAZON_IN,6698,41,0.6121%,381.02,6,2924.76,6,63.50333,0.0896%,7.67613,4,2280.00,4,95.25500,0.0597%,5.98394,2,644.76,2,,,,,,,,,
INR,"Apr 21, 2026 - Apr 21, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""311152673530412""",Magnetic - 5x5 - Mid & Low Volume,B0BZL11XWC,"Cubelelo Drift 4x4, 5x5 Premium Gift Box | 2-in-1 Puzzle Game Set | Challenge, Thrice The Fun | Ultimate Value Saver Combo | Brainstoming Toy for Children Kids & Adults",-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1460510,AMAZON_IN,1,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
