Budget currency,Date range,Advertiser account ID,Advertiser account name,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Ad group ID,Ad group name,Advertised product ID,Advertised product name,Advertised product parent ID,Advertised product brand,Advertised product category,Advertised product subcategory,Advertised product group,Advertised product SKU,Advertised product marketplace,Impressions,Clicks,CTR,Total cost,Purchases,Sales,Units sold,Cost per purchase,Purchase rate,ROAS,Purchases (promoted),Sales (promoted),Units sold (promoted),Cost per purchase (promoted),Purchase rate (promoted),ROAS (promoted),Purchases (halo),Sales (halo),Units sold (halo),Purchases (new to brand),Sales (new to brand),Units sold (new to brand),Cost per purchase (new to brand),Purchase rate (new to brand),ROAS (new to brand),Detail page views,Cost per detail page view,Detail page view rate
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,106276615587889,BA - Wooden Toys,"=""422466067749037""",SP-Auto - Wooden Products - Generic,"=""304050272629409""",Auto,B0CJBLTM11,"Cubelelo Drift Daily Calendar Puzzle | A-Puzzle-A-Day | Wooden Challenging Tangram Puzzle Toys for Adults and Kids | Compact, Travel Friendly Toy for Return & Birthday Gifts",-1,cubelelo,0300 Games & Puzzles,0306 Wooden Puzzles,Toy,4001001a,AMAZON_IN,90838,307,0.3380%,2563.06,54,15699.94,55,47.46407,0.0594%,6.12547,46,12707.55,47,55.71870,0.0506%,4.95796,8,2992.39,8,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,106276615587889,BA - Wooden Toys,"=""434668412101024""",SP-PT - Wooden - Comp - Calendar Puzzle - Best selling - Brain Teaser Puzzles - Exact,"=""480131625002209""",Calendar Puzzle,B0CJBLTM11,"Cubelelo Drift Daily Calendar Puzzle | A-Puzzle-A-Day | Wooden Challenging Tangram Puzzle Toys for Adults and Kids | Compact, Travel Friendly Toy for Return & Birthday Gifts",-1,cubelelo,0300 Games & Puzzles,0306 Wooden Puzzles,Toy,4001001a,AMAZON_IN,6857,20,0.2917%,253.54,1,284.76,1,253.54000,0.0146%,1.12314,1,284.76,1,253.54000,0.0146%,1.12314,0,0.00,0,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,106276615587889,BA - Wooden Toys,"=""556800165272450""",SP-PT - Wooden - Comp - Puzzle Co - Calendar Puzzle - Exact,"=""334412694312199""",Calendar Puzzle,B0CJBLTM11,"Cubelelo Drift Daily Calendar Puzzle | A-Puzzle-A-Day | Wooden Challenging Tangram Puzzle Toys for Adults and Kids | Compact, Travel Friendly Toy for Return & Birthday Gifts",-1,cubelelo,0300 Games & Puzzles,0306 Wooden Puzzles,Toy,4001001a,AMAZON_IN,284,2,0.7042%,18.09,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,108066094626813,BA - Generic - Extremely High Volume,"=""345506724788622""","SP-KT - Mirror, Infinity & Combo - Open - High Volume - Exact","=""427492065631626""",Mirror - High Volume,B0DRVW5BNS,Cubelelo Drift 3x3 Mirror Blue (Tiled) Speed Cube | New Blue Version Looks Stunning with Buttery Smooth Turns | Ideal for Kids Above 5 6 Years Old Boys Girls | 3x3x3 Shape-Shifting Design Puzzle Toy,B0DWMW5ZNX,cubelelo,0300 Games & Puzzles,0301 Family Board / Action,Toy,1120039,AMAZON_IN,53455,530,0.9915%,3835.11,74,26111.37,74,51.82581,0.1384%,6.80851,56,19052.32,56,68.48411,0.1048%,4.96787,18,7059.05,18,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""560766968003680""","SP-KT - Mirror, Infinity & Combo - Open - Mid & Low Volume - Exact & Phrase - UND","=""525770774800313""",Phrase - Mirror - Mid & Low Volume,B0DRVW5BNS,Cubelelo Drift 3x3 Mirror Blue (Tiled) Speed Cube | New Blue Version Looks Stunning with Buttery Smooth Turns | Ideal for Kids Above 5 6 Years Old Boys Girls | 3x3x3 Shape-Shifting Design Puzzle Toy,B0DWMW5ZNX,cubelelo,0300 Games & Puzzles,0301 Family Board / Action,Toy,1120039,AMAZON_IN,23593,254,1.0766%,2070.45,24,8483.79,24,86.26875,0.1017%,4.09756,22,7961.88,22,94.11136,0.0932%,3.84548,2,521.91,2,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""329970929951347""",SP-KT - Branded - Cubelelo - Mid & Low Volume - Exact & Phrase - UND,"=""360220929148821""",Mirror,B0DRVW5BNS,Cubelelo Drift 3x3 Mirror Blue (Tiled) Speed Cube | New Blue Version Looks Stunning with Buttery Smooth Turns | Ideal for Kids Above 5 6 Years Old Boys Girls | 3x3x3 Shape-Shifting Design Puzzle Toy,B0DWMW5ZNX,cubelelo,0300 Games & Puzzles,0301 Family Board / Action,Toy,1120039,AMAZON_IN,340,5,1.4706%,21.68,1,713.33,1,21.68000,0.2941%,32.90268,1,713.33,1,21.68000,0.2941%,32.90268,0,0.00,0,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""560766968003680""","SP-KT - Mirror, Infinity & Combo - Open - Mid & Low Volume - Exact & Phrase - UND","=""389003175272486""",Mirror - Mid & Low Volume,B0DRVW5BNS,Cubelelo Drift 3x3 Mirror Blue (Tiled) Speed Cube | New Blue Version Looks Stunning with Buttery Smooth Turns | Ideal for Kids Above 5 6 Years Old Boys Girls | 3x3x3 Shape-Shifting Design Puzzle Toy,B0DWMW5ZNX,cubelelo,0300 Games & Puzzles,0301 Family Board / Action,Toy,1120039,AMAZON_IN,6540,75,1.1468%,605.47,16,5956.18,16,37.84188,0.2446%,9.83728,11,3341.90,11,55.04273,0.1682%,5.51951,5,2614.28,5,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""505382113206749""",SB-KT | All Products | Brand | Store | CPC | Phrase & Exact,"=""497483968325206""",Ad group - 3/9/2024 16:53:08.570,,,,,,,,,,179986,4279,2.3774%,18473.12,346,124603.20,352,53.39052,0.1922%,6.74511,333,117792.72,339,55.47483,0.1850%,6.37644,13,6810.48,13,265,95125.07,270,69.70989,0.1472%,5.14938,8254,2.23808,4.5859%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""334124855453438""","SBSL-KT - Generic - 2x2, 3x3, 4x4, 5x5, 6x6, 7x7 - Exact","=""429908011542855""",Generic - 3x3,,,,,,,,,,1114,37,3.3214%,151.06,6,2851.43,6,25.17667,0.5386%,18.87614,6,2851.43,6,25.17667,0.5386%,18.87614,0,0.00,0,5,2595.24,5,30.21200,0.4488%,17.18019,133,1.13579,11.9390%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,215664054810032,BA - Number Sliding Puzzle,"=""285100935665485""",SBV-KT - Generic - Number Sliding Puzzle - More than 1L Searches - Exact,"=""366169976798877""",Video - Number Sliding Puzzle,,,,,,,,,,15286,101,0.6607%,875.24,3,768.57,3,291.74667,0.0196%,0.87813,3,768.57,3,291.74667,0.0196%,0.87813,0,0.00,0,3,768.57,3,291.74667,0.0196%,0.87813,132,6.63061,0.8635%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279431566595154,Paused SB Campaigns - Old,"=""342892756369405""",BA_SBV_KT_3x3 Cube Generic _Magnetic_Phrase_4/24,"=""367878248809390""",Magnetic Cube 3x3,,,,,,,,,,12423,105,0.8452%,807.14,4,2024.76,4,201.78500,0.0322%,2.50856,2,950.48,2,403.57000,0.0161%,1.17759,2,1074.28,2,3,1549.52,3,269.04667,0.0241%,1.91977,292,2.76418,2.3505%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""294777906047039""",SBSL-KT - Generic - Open - High & Mid Volume - Exact,"=""528089263509420""",High Volume -  Exact,,,,,,,,,,29056,682,2.3472%,5102.17,55,18601.98,58,92.76673,0.1893%,3.64590,54,18402.93,57,94.48463,0.1858%,3.60688,1,199.05,1,45,13555.30,46,113.38156,0.1549%,2.65677,1243,4.10472,4.2779%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""299103076353766""","SBSL-KT - Megaminx, Pyramid, Timer & Gear - Open - Exact","=""283434224733733""",Megaminx,,,,,,,,,,8494,246,2.8962%,797.43,10,4162.29,11,79.74300,0.1177%,5.21963,9,3496.58,10,88.60333,0.1060%,4.38481,1,665.71,1,5,2290.86,5,159.48600,0.0589%,2.87280,415,1.92152,4.8858%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""334124855453438""","SBSL-KT - Generic - 2x2, 3x3, 4x4, 5x5, 6x6, 7x7 - Exact","=""347081244847252""",Generic - 5x5,,,,,,,,,,81,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,0,0.00,0,,0.0000%,,0,,0.0000%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""334124855453438""","SBSL-KT - Generic - 2x2, 3x3, 4x4, 5x5, 6x6, 7x7 - Exact","=""369193468972636""",Generic - 6x6,,,,,,,,,,768,24,3.1250%,80.95,4,3034.29,4,20.23750,0.5208%,37.48351,3,2854.29,3,26.98333,0.3906%,35.25991,1,180.00,1,4,3034.29,4,20.23750,0.5208%,37.48351,17,4.76176,2.2135%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279431566595154,Paused SB Campaigns - Old,"=""302256792673586""",BA_SBV_KT_3x3 Cube Generic _Generic_Phrase_7/24,"=""495270982862202""",ROS,,,,,,,,,,226,2,0.8850%,5.07,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,0,0.00,0,,0.0000%,0.00000,3,1.69000,1.3274%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""415753023796479""","SBSL-KT - Mirror, Infinity & Combo - Open - Exact","=""431711332516830""",Mirror,,,,,,,,,,7998,109,1.3628%,316.69,10,3011.42,10,31.66900,0.1250%,9.50905,10,3011.42,10,31.66900,0.1250%,9.50905,0,0.00,0,4,1320.00,4,79.17250,0.0500%,4.16811,296,1.06990,3.7009%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""497445504821486""",BA_SBV_KT_3x3 Cube _Brand_Phrase,"=""314412296912727""",SBV - ROS - Phrase,,,,,,,,,,2721,91,3.3444%,1439.38,15,5319.06,15,95.95867,0.5513%,3.69538,14,4939.06,14,102.81286,0.5145%,3.43138,1,380.00,1,7,2317.15,7,205.62571,0.2573%,1.60983,370,3.89022,13.5979%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""497445504821486""",BA_SBV_KT_3x3 Cube _Brand_Phrase,"=""431745662903515""",SBV - TOS - PH,,,,,,,,,,3667,241,6.5721%,662.88,26,8907.62,27,25.49538,0.7090%,13.43776,22,6473.34,23,30.13091,0.5999%,9.76548,4,2434.28,4,22,6740.00,23,30.13091,0.5999%,10.16775,742,0.89337,20.2345%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""334124855453438""","SBSL-KT - Generic - 2x2, 3x3, 4x4, 5x5, 6x6, 7x7 - Exact","=""291290782526935""",Generic - 4x4,,,,,,,,,,8430,365,4.3298%,1221.42,38,17791.45,40,32.14263,0.4508%,14.56620,29,13761.92,31,42.11793,0.3440%,11.26715,9,4029.53,9,33,15339.07,34,37.01273,0.3915%,12.55839,583,2.09506,6.9158%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""415753023796479""","SBSL-KT - Mirror, Infinity & Combo - Open - Exact","=""302076672881646""",Combo,,,,,,,,,,3028,68,2.2457%,181.18,2,902.86,2,90.59000,0.0661%,4.98322,2,902.86,2,90.59000,0.0661%,4.98322,0,0.00,0,1,475.24,1,181.18000,0.0330%,2.62303,131,1.38305,4.3263%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""294777906047039""",SBSL-KT - Generic - Open - High & Mid Volume - Exact,"=""356079961127467""",Mid - Exact,,,,,,,,,,82767,1992,2.4068%,14400.99,191,69649.12,195,75.39785,0.2308%,4.83641,162,57151.57,165,88.89500,0.1957%,3.96859,29,12497.55,30,147,55362.05,150,97.96592,0.1776%,3.84432,3713,3.87853,4.4861%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,44034571834589,BA - SD Campaigns,"=""403022595429362""",BA_SD_Category Targeting_VR_All Products_5/24,"=""483093739067840""",VR,B0DRVQVFJB,,,,,,,1030604,AMAZON_IN,0,0,,0.00,1,380.00,1,0.00000,,,0,0.00,0,,,,1,380.00,1,0,0.00,0,,,,44,0.00000,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""299103076353766""","SBSL-KT - Megaminx, Pyramid, Timer & Gear - Open - Exact","=""380303889693545""",Timer,,,,,,,,,,9530,442,4.6380%,916.08,29,18963.80,29,31.58897,0.3043%,20.70103,24,14511.42,24,38.17000,0.2518%,15.84078,5,4452.38,5,12,7436.19,12,76.34000,0.1259%,8.11740,720,1.27233,7.5551%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279431566595154,Paused SB Campaigns - Old,"=""549329631989436""",BA_SB - Generic_Magnetic Cube_Phrase_7/24,"=""506069636435611""",Generic Magnetic Cube,,,,,,,,,,843363,1420,0.1684%,11426.52,49,19112.41,49,233.19429,0.0058%,1.67264,47,18523.84,47,243.11745,0.0056%,1.62113,2,588.57,2,35,13166.68,35,326.47200,0.0042%,1.15229,2584,4.42203,0.3064%
INR,"Jun 05, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,215664054810032,BA - Number Sliding Puzzle,"=""368850028288804""",SBV-KT - Number Sliding Puzzle - Generic - BMM,"=""364214731614766""",SBV-KT - Number Sliding Puzzle - Generic - BMM,,,,,,,,,,9,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,0,0.00,0,,0.0000%,,0,,0.0000%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""299103076353766""","SBSL-KT - Megaminx, Pyramid, Timer & Gear - Open - Exact","=""368382737142762""",Gear,,,,,,,,,,4026,158,3.9245%,436.73,13,5472.37,13,33.59462,0.3229%,12.53033,12,5159.04,12,36.39417,0.2981%,11.81288,1,313.33,1,8,3715.23,8,54.59125,0.1987%,8.50693,351,1.24425,8.7183%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,215664054810032,BA - Number Sliding Puzzle,"=""305807850584699""",SBV-KT - ROS - Number Sliding Puzzle - Generic - Exact,"=""369471270492532""",Number Sliding Puzzle,,,,,,,,,,5752,86,1.4951%,590.74,3,768.57,3,196.91333,0.0522%,1.30103,3,768.57,3,196.91333,0.0522%,1.30103,0,0.00,0,3,768.57,3,196.91333,0.0522%,1.30103,131,4.50947,2.2775%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""299103076353766""","SBSL-KT - Megaminx, Pyramid, Timer & Gear - Open - Exact","=""367392159603994""",Pyramid,,,,,,,,,,3303,111,3.3606%,659.06,10,2780.94,10,65.90600,0.3028%,4.21956,8,2154.28,8,82.38250,0.2422%,3.26872,2,626.66,2,6,1651.42,6,109.84333,0.1817%,2.50572,145,4.54524,4.3899%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""334124855453438""","SBSL-KT - Generic - 2x2, 3x3, 4x4, 5x5, 6x6, 7x7 - Exact","=""533267236004239""",Generic - 2x2,,,,,,,,,,477,13,2.7254%,53.52,1,475.24,1,53.52000,0.2096%,8.87967,1,475.24,1,53.52000,0.2096%,8.87967,0,0.00,0,1,475.24,1,53.52000,0.2096%,8.87967,21,2.54857,4.4025%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,224382981785530,BA - SB New Restructure campaigns.,"=""415753023796479""","SBSL-KT - Mirror, Infinity & Combo - Open - Exact","=""515160219947373""",Infinity,,,,,,,,,,688,12,1.7442%,22.87,0,0.00,0,,0.0000%,0.00000,0,0.00,0,,0.0000%,0.00000,0,0.00,0,0,0.00,0,,0.0000%,0.00000,1,22.87000,0.1453%
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""327104446426115""","SP-KT - Axis - Windmill - Fisher, Cylinder, Kids, Mini, Smart, Pyramid - Open - Mid & Low Volume - Exact & Phrase","=""528810430432085""",Mini - Mid & Low Volume - Exact & Phrase,B09B7556K2,Cubelelo Drift Mini 3x3 Keychain Combo (Pack of 2) Magic Cube Puzzle | Portable Speedcube Set for Kids & Adults | Fun & Durable Keychain Cubes | Perfect On-the-Go Puzzle,-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,CLB0096,AMAZON_IN,7758,58,0.7476%,198.74,6,3002.87,7,33.12333,0.0773%,15.10954,5,2851.44,6,39.74800,0.0644%,14.34759,1,151.43,1,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""498287583816355""","SP-KT - Generic - 5x5, 6x6, 7x7, Keychain - Mid & Low Volume - Exact & Phrase","=""488567764457494""",Generic - Keychain - Low Volume,B09B7556K2,Cubelelo Drift Mini 3x3 Keychain Combo (Pack of 2) Magic Cube Puzzle | Portable Speedcube Set for Kids & Adults | Fun & Durable Keychain Cubes | Perfect On-the-Go Puzzle,-1,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,CLB0096,AMAZON_IN,1556,14,0.8997%,51.81,2,760.00,2,25.90500,0.1285%,14.66898,2,760.00,2,25.90500,0.1285%,14.66898,0,0.00,0,,,,,,,,,
INR,"Jun 08, 2026 - Jun 08, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""396531688533510""",BA - SP PT - Magnetic Cube - Brand - ST,"=""393022607656219""",Magnetic Cube_ST,B0CJMDL3V8,"Cubelelo Drift 3M 3X3 Magnetic Speedcube & Premium Cube Lubricant Combo | Drift 3M Features 48 Precision Magnets| Ultra Smooth Buttery Turns | The Perfect Kit For Fast, Precise Solving!, Kids",B0DQPD175T,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,CLB0501,AMAZON_IN,1,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"Jun 08, 2026 - Jun 08, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,162147707583156,BA - Branded - Cubelelo,"=""408832603271930""",BA_SP_KT_Brand Drift (3x3)_Phrase_09/23,"=""462288077097605""",Brand Drift (3x3),B0CJMDL3V8,"Cubelelo Drift 3M 3X3 Magnetic Speedcube & Premium Cube Lubricant Combo | Drift 3M Features 48 Precision Magnets| Ultra Smooth Buttery Turns | The Perfect Kit For Fast, Precise Solving!, Kids",B0DQPD175T,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,CLB0501,AMAZON_IN,1,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"Jun 04, 2026 - Jun 05, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""405383753413943""","SP-KT - Lube Combo, Magic, Pyraminx, Skewb, Stand, Timer, Gear - Open - Mid & Low Volume - Exact & Phrase","=""387936063231496""",Lube Combo - Mid & Low Volume - Exact & Phrase,B0CJMDL3V8,"Cubelelo Drift 3M 3X3 Magnetic Speedcube & Premium Cube Lubricant Combo | Drift 3M Features 48 Precision Magnets| Ultra Smooth Buttery Turns | The Perfect Kit For Fast, Precise Solving!, Kids",B0DQPD175T,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,CLB0501,AMAZON_IN,3,0,0.0000%,0.00,0,0.00,0,,0.0000%,,0,0.00,0,,0.0000%,,0,0.00,0,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,14896671318530,BA - Tinker Box,"=""178894007177834""",BA - SP - Auto - Tinker Box - 0-2 Years - DO,"=""524300284583215""",Tinker Box,B0FQP635YZ,TinkerBox Mobile Hanging | 0+ Months | Montessori Wooden Crib Toy for Newborns & Babies | Early Visual Stimulation & Sensory Development | Safe & Durable Hanging Room Decoration Toy,-1,Tinker Box,1500 Bedding,1530 Baby Blankets,Baby product,TB01004,AMAZON_IN,131613,186,0.1413%,1028.18,3,2473.34,3,342.72667,0.0023%,2.40555,3,2473.34,3,342.72667,0.0023%,2.40555,0,0.00,0,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""315451570129574""","SP-KT - Maglev, Mastermorphix, Puppet, Snake, Square1, Megaminx - Open - Mid & Low Volume - Exact & Phrase - UND","=""391120880267490""",Unique - Mid & Low Volume - Exact & Phrase,B09WHYXJRH,"Cubelelo Drift Megaminx M (Magnetic) Stickerless Puzzle - Precision Puzzle for Competitive Solvers, Kids & Adults | Smooth Turning, Durable Design, Ideal for Brain Teasers and Speedcubing Challenges",B0DFGXG393,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1290600,AMAZON_IN,2347,15,0.6391%,130.29,1,180.00,1,130.29000,0.0426%,1.38153,0,0.00,0,,0.0000%,0.00000,1,180.00,1,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""315451570129574""","SP-KT - Maglev, Mastermorphix, Puppet, Snake, Square1, Megaminx - Open - Mid & Low Volume - Exact & Phrase - UND","=""429913349679527""",Megaminx - Mid & Low Volume - Exact & Phrase,B09WHYXJRH,"Cubelelo Drift Megaminx M (Magnetic) Stickerless Puzzle - Precision Puzzle for Competitive Solvers, Kids & Adults | Smooth Turning, Durable Design, Ideal for Brain Teasers and Speedcubing Challenges",B0DFGXG393,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1290600,AMAZON_IN,12571,162,1.2887%,1961.72,14,13414.29,14,140.12286,0.1114%,6.83803,11,11416.20,11,178.33818,0.0875%,5.81949,3,1998.09,3,,,,,,,,,
INR,"Jun 01, 2026 - Jun 30, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,108066094626813,BA - Generic - Extremely High Volume,"=""530532259196935""","SP-KT - Megaminx, Pyramid, Timer & Gear - Open - High Volume - Exact","=""360566109921119""",Megaminx - High Volume SKAG,B09WHYXJRH,"Cubelelo Drift Megaminx M (Magnetic) Stickerless Puzzle - Precision Puzzle for Competitive Solvers, Kids & Adults | Smooth Turning, Durable Design, Ideal for Brain Teasers and Speedcubing Challenges",B0DFGXG393,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1290600,AMAZON_IN,2593,13,0.5013%,56.34,2,1902.86,2,28.17000,0.0771%,33.77458,2,1902.86,2,28.17000,0.0771%,33.77458,0,0.00,0,,,,,,,,,
INR,"Jun 02, 2026 - Jun 29, 2026","=""amzn1.ads-account.g.a5og6bnunpn8m911rke7gdql""",Cubelelo,279942205262904,BA - Generic - Mid & Low Volume,"=""369883644681767""","SP-KT - Magnetic - Open, 2x2, 4x4, 5x5 - High Volume - Exact & Phrase","=""398733777024064""",Phrase - Magnetic - 4x4 - Mid & Low Volume,B09MZ7WP73,"Cubelelo Drift 4M 4x4 (Magnetic) Speed Cube | AKA Revenge Cube | Combines Smoothness, Stability and Durability | Toys for Kids Ages 7-14 Boys Girls and Adults All Ages | 4x4x4 Puzzle Speedcube Toy",B0CBBV1B5T,cubelelo,0300 Games & Puzzles,0307 Non-wooden Puzzles,Toy,1040600,AMAZON_IN,23,4,17.3913%,8.04,1,1332.38,1,8.04000,4.3478%,165.71891,1,1332.38,1,8.04000,4.3478%,165.71891,0,0.00,0,,,,,,,,,
